Sent,Word,Tag
sent: 0,"sent: 3,kya,Other",Other
sent: 0,"sent: 3,mila,Other",Other
sent: 0,"sent: 3,?,Other",Other
sent: 0,,Other
sent: 0,"sent: 4,Inle,Other",Other
sent: 0,"sent: 4,bas,Other",Other
sent: 0,"sent: 4,ki,Other",Other
sent: 0,"sent: 4,baat,Other",Other
sent: 0,"sent: 4,nahi,Other",Other
sent: 0,"sent: 4,hai,Other",Other
sent: 0,"sent: 4,vishwas,Other",Other
sent: 0,"sent: 4,dila,Other",Other
sent: 0,"sent: 4,pana!Ye,Other",Other
sent: 0,"sent: 4,kewal,Other",Other
sent: 0,"sent: 4,#Notebandi,Other",Other
sent: 0,"sent: 4,jaisa,Other",Other
sent: 0,"sent: 4,disruption,Other",Other
sent: 0,"sent: 4,hi,Other",Other
sent: 0,"sent: 4,kar,Other",Other
sent: 0,"sent: 4,sakte,Other",Other
sent: 0,"sent: 4,hain,Other",Other
sent: 0,"sent: 4,jiska,Other",Other
sent: 0,"sent: 4,result,Other",Other
sent: 0,"sent: 4,zero,Other",Other
sent: 0,"sent: 4,hai,Other",Other
sent: 0,"sent: 4,!,Other",Other
sent: 0,,Other
sent: 0,"sent: 5,@ArvindKejriwal,B-Per",Other
sent: 0,"sent: 5,@DrKumarVishwas,B-Per",Other
sent: 0,"sent: 5,@msisodia,B-Per",Other
sent: 0,"sent: 5,@ashutosh83B,B-Per",Other
sent: 0,"sent: 5,@raghav_chadha,B-Per",Other
sent: 0,"sent: 5,Elections,Other",Other
sent: 0,"sent: 5,se,Other",Other
sent: 0,"sent: 5,pehle,Other",Other
sent: 0,"sent: 5,tum,Other",Other
sent: 0,"sent: 5,logon,Other",Other
sent: 0,"sent: 5,ne,Other",Other
sent: 0,"sent: 5,#NoteBandi,Other",Other
sent: 0,"sent: 5,ka,Other",Other
sent: 0,"sent: 5,mudda,Other",Other
sent: 0,"sent: 5,uthaya,Other",Other
sent: 0,"sent: 5,"","",Other",Other
sent: 0,"sent: 5,janta,Other",Other
sent: 0,"sent: 5,ne,Other",Other
sent: 0,"sent: 5,tum,Other",Other
sent: 0,"sent: 5,logon,Other",Other
sent: 0,"sent: 5,ki,Other",Other
sent: 0,"sent: 5,okat,Other",Other
sent: 0,"sent: 5,tumhe,Other",Other
sent: 0,"sent: 5,dikha,Other",Other
sent: 0,"sent: 5,di,Other",Other
sent: 0,"sent: 5,Ab,Other",Other
sent: 0,"sent: 5,#EVM,Other",Other
sent: 0,"sent: 5,ka,Other",Other
sent: 0,"sent: 5,bhana,Other",Other
sent: 0,"sent: 5,"","",Other",Other
sent: 0,"sent: 5,jo,Other",Other
sent: 0,"sent: 5,MCD,Other",Other
sent: 0,"sent: 5,k,Other",Other
sent: 0,"sent: 5,Baad,Other",Other
sent: 0,"sent: 5,khtam,Other",Other
sent: 0,,Other
sent: 0,"sent: 6,Ye,Other",Other
sent: 0,"sent: 6,chote,Other",Other
sent: 0,"sent: 6,phaisale,Other",Other
sent: 0,"sent: 6,lene,Other",Other
sent: 0,"sent: 6,se,Other",Other
sent: 0,"sent: 6,kuch,Other",Other
sent: 0,"sent: 6,nahi,Other",Other
sent: 0,"sent: 6,hoga,Other",Other
sent: 0,"sent: 6,@PMOIndia,B-Per",Other
sent: 0,"sent: 6,@narendramodi,B-Per",Other
sent: 0,"sent: 6,Lena,Other",Other
sent: 0,"sent: 6,hai,Other",Other
sent: 0,"sent: 6,to,Other",Other
sent: 0,"sent: 6,strong,Other",Other
sent: 0,"sent: 6,action,Other",Other
sent: 0,"sent: 6,lo,Other",Other
sent: 0,"sent: 6,nahi,Other",Other
sent: 0,"sent: 6,to,Other",Other
sent: 0,"sent: 6,chod,Other",Other
sent: 0,"sent: 6,do,Other",Other
sent: 0,"sent: 6,0,Other",Other
sent: 0,,Other
sent: 0,"sent: 7,Naqli,Other",Other
sent: 0,"sent: 7,note,Other",Other
sent: 0,"sent: 7,ke,Other",Other
sent: 0,"sent: 7,liye,Other",Other
sent: 0,"sent: 7,#NoteBandi,Other",Other
sent: 0,"sent: 7,ho,Other",Other
sent: 0,"sent: 7,sakti,Other",Other
sent: 0,"sent: 7,hai,Other",Other
sent: 0,"sent: 7,to,Other",Other
sent: 0,"sent: 7,naqli,Other",Other
sent: 0,"sent: 7,vote,Other",Other
sent: 0,"sent: 7,ke,Other",Other
sent: 0,"sent: 7,liye,Other",Other
sent: 0,"sent: 7,#EVMBandi,Other",Other
sent: 0,"sent: 7,kyo,Other",Other
sent: 0,"sent: 7,nahi.,Other",Other
sent: 0,,Other
sent: 0,"sent: 8,@BoscoUnchained,B-Per",Other
sent: 0,"sent: 8,Wahi,Other",Other
sent: 0,"sent: 8,tracker,Other",Other
sent: 0,"sent: 8,na,Other",Other
sent: 0,"sent: 8,jo,Other",Other
sent: 0,"sent: 8,2000,Other",Other
sent: 0,"sent: 8,ki,Other",Other
sent: 0,"sent: 8,note,Other",Other
sent: 0,"sent: 8,me,Other",Other
sent: 0,"sent: 8,""tha,"",Other",Other
sent: 0,"sent: 8,phir,Other",Other
sent: 0,"sent: 8,ek,Other",Other
sent: 0,"sent: 8,baar,Other",Other
sent: 0,"sent: 8,#Notebandi,Other",Other
sent: 0,"sent: 8,karo,Other",Other
sent: 0,"sent: 8,Modiji,B-Per",Other
sent: 0,"sent: 8,0,Other",Other
sent: 0,,Other
sent: 0,"sent: 9,aur,Other",Other
sent: 0,"sent: 9,#NoteBandi,Other",Other
sent: 0,"sent: 9,Naxal,B-Org",Other
sent: 0,"sent: 9,"","",Other",Other
sent: 0,"sent: 9,Aatankwad,B-Org",Other
sent: 0,"sent: 9,aur,Other",Other
sent: 0,"sent: 9,paththarwazon,B-Org",Other
sent: 0,"sent: 9,ki,Other",Other
sent: 0,"sent: 9,kamar,Other",Other
sent: 0,"sent: 9,tod,Other",Other
sent: 0,"sent: 9,degi,Other",Other
sent: 0,"sent: 9,0,Other",Other
sent: 0,"sent: 9,desh,B-Org",Other
sent: 0,"sent: 9,ki,Other",Other
sent: 0,"sent: 9,sari,Other",Other
sent: 0,"sent: 9,problm,Other",Other
sent: 0,"sent: 9,khatm,Other",Other
sent: 0,"sent: 9,ho,Other",Other
sent: 0,"sent: 9,chuki,Other",Other
sent: 0,"sent: 9,hn,Other",Other
sent: 0,"sent: 9,-PM,B-Per",Other
sent: 0,"sent: 9,modi,I-Per",Other
sent: 0,"sent: 9,jai,Other",Other
sent: 0,"sent: 9,hind,Other",Other
sent: 0,,Other
sent: 0,"sent: 10,#notebandi,Other",Other
sent: 0,"sent: 10,ke,Other",Other
sent: 0,"sent: 10,baad,Other",Other
sent: 0,"sent: 10,bhi,Other",Other
sent: 0,"sent: 10,aam,Other",Other
sent: 0,"sent: 10,janta,B-Org",Other
sent: 0,"sent: 10,ke,Other",Other
sent: 0,"sent: 10,#bankaccount,Other",Other
sent: 0,"sent: 10,me,Other",Other
sent: 0,"sent: 10,15,Other",Other
sent: 0,"sent: 10,laakh,Other",Other
sent: 0,"sent: 10,rs,Other",Other
sent: 0,"sent: 10,nahi,Other",Other
sent: 0,"sent: 10,aaye,Other",Other
sent: 0,"sent: 10,@PMOIndia,B-Per",Other
sent: 0,"sent: 10,akele,Other",Other
sent: 0,"sent: 10,sabka,Other",Other
sent: 0,"sent: 10,paisa,Other",Other
sent: 0,"sent: 10,kaise,Other",Other
sent: 0,"sent: 10,ghot,Other",Other
sent: 0,"sent: 10,sakte,Other",Other
sent: 0,"sent: 10,hain,Other",Other
sent: 0,"sent: 10,@sambitswaraj,B-Per",Other
sent: 0,,Other
sent: 0,"sent: 11,Suna,Other",Other
sent: 0,"sent: 11,hai,Other",Other
sent: 0,"sent: 11,#Notebandi,Other",Other
sent: 0,"sent: 11,se,Other",Other
sent: 0,"sent: 11,atankiyo,Other",Other
sent: 0,"sent: 11,ki,Other",Other
sent: 0,"sent: 11,#Nasbandi,Other",Other
sent: 0,"sent: 11,karni,Other",Other
sent: 0,"sent: 11,thi,Other",Other
sent: 0,"sent: 11,Kaka,Other",Other
sent: 0,"sent: 11,Contraceptive,Other",Other
sent: 0,"sent: 11,lekar,Other",Other
sent: 0,"sent: 11,gae,Other",Other
sent: 0,"sent: 11,the,Other",Other
sent: 0,"sent: 11,par,Other",Other
sent: 0,"sent: 11,Viagra,Other",Other
sent: 0,"sent: 11,gift,Other",Other
sent: 0,"sent: 11,kar,Other",Other
sent: 0,"sent: 11,ke,Other",Other
sent: 0,"sent: 11,aa,Other",Other
sent: 0,"sent: 11,gae,Other",Other
sent: 0,"sent: 11,#NoteBandi,Other",Other
sent: 0,,Other
sent: 0,"sent: 12,Fake,Other",Other
sent: 0,"sent: 12,currency,Other",Other
sent: 0,"sent: 12,"","",Other",Other
sent: 0,"sent: 12,aatankvad,B-Org",Other
sent: 0,"sent: 12,"","",Other",Other
sent: 0,"sent: 12,corruption,Other",Other
sent: 0,"sent: 12,San,Other",Other
sent: 0,"sent: 12,khatam,Other",Other
sent: 0,"sent: 12,honai,Other",Other
sent: 0,"sent: 12,wala,Other",Other
sent: 0,"sent: 12,tha,Other",Other
sent: 0,"sent: 12,#notebandi,Other",Other
sent: 0,"sent: 12,sa,Other",Other
sent: 0,"sent: 12,?,Other",Other
sent: 0,"sent: 12,Kyo,Other",Other
sent: 0,"sent: 12,n,Other",Other
sent: 0,"sent: 12,hua,Other",Other
sent: 0,"sent: 12,?,Other",Other
sent: 0,"sent: 12,Sawal,Other",Other
sent: 0,"sent: 12,puchna,Other",Other
sent: 0,"sent: 12,ki,Other",Other
sent: 0,"sent: 12,himmat,Other",Other
sent: 0,"sent: 12,hai,Other",Other
sent: 0,"sent: 12,sir,Other",Other
sent: 0,"sent: 12,?,Other",Other
sent: 0,,Other
sent: 0,"sent: 13,NaMo,B-Per",Other
sent: 0,"sent: 13,to,Other",Other
sent: 0,"sent: 13,Bihar,B-Loc",Other
sent: 0,"sent: 13,:,Other",Other
sent: 0,"sent: 13,Mitron,Other",Other
sent: 0,"sent: 13,"","",Other",Other
sent: 0,"sent: 13,aaj,Other",Other
sent: 0,"sent: 13,raat,Other",Other
sent: 0,"sent: 13,8,Other",Other
sent: 0,"sent: 13,bje,Other",Other
sent: 0,"sent: 13,se,Other",Other
sent: 0,"sent: 13,tejaswi,Other",Other
sent: 0,"sent: 13,(,Other",Other
sent: 0,"sent: 13,₹,Other",Other
sent: 0,"sent: 13,1000,Other",Other
sent: 0,"sent: 13,),Other",Other
sent: 0,"sent: 13,&,Other",Other
sent: 0,"sent: 13,tejP,Other",Other
sent: 0,"sent: 13,(,Other",Other
sent: 0,"sent: 13,₹,Other",Other
sent: 0,"sent: 13,500,Other",Other
sent: 0,"sent: 13,),Other",Other
sent: 0,"sent: 13,valid,Other",Other
sent: 0,"sent: 13,nahi,Other",Other
sent: 0,"sent: 13,rahenge,Other",Other
sent: 0,"sent: 13,0,Other",Other
sent: 0,"sent: 13,#notebandi,Other",Other
sent: 0,"sent: 13,#NitishGharWapsi,Other",Other
sent: 0,,Other
sent: 0,"sent: 14,@KumarIve,B-Per",Other
sent: 0,"sent: 14,#hajam,I-Per",Other
sent: 0,"sent: 14,kese,Other",Other
sent: 0,"sent: 14,hogi,Other",Other
sent: 0,"sent: 14,0,Other",Other
sent: 0,"sent: 14,#modiji,B-Per",Other
sent: 0,"sent: 14,ney,Other",Other
sent: 0,"sent: 14,#notebandi,Other",Other
sent: 0,"sent: 14,aur,Other",Other
sent: 0,"sent: 14,#GST,Other",Other
sent: 0,"sent: 14,lakar,Other",Other
sent: 0,"sent: 14,desh,B-Org",Other
sent: 0,"sent: 14,badal,Other",Other
sent: 0,"sent: 14,diya,Other",Other
sent: 0,"sent: 14,0,Other",Other
sent: 0,"sent: 14,ab,Other",Other
sent: 0,"sent: 14,#Antibited,Other",Other
sent: 0,"sent: 14,tablet,Other",Other
sent: 0,"sent: 14,bhi,Other",Other
sent: 0,"sent: 14,aagai,Other",Other
sent: 0,"sent: 14,dhekhlo,Other",Other
sent: 0,"sent: 14,wtsaap,Other",Other
sent: 0,,Other
sent: 0,"sent: 15,@TimesNow,B-Org",Other
sent: 0,"sent: 15,imagine,Other",Other
sent: 0,"sent: 15,the,Other",Other
sent: 0,"sent: 15,mentality,Other",Other
sent: 0,"sent: 15,..,Other",Other
sent: 0,"sent: 15,#notebandi,Other",Other
sent: 0,"sent: 15,aur,Other",Other
sent: 0,"sent: 15,#nasbandi,Other",Other
sent: 0,"sent: 15,mein,Other",Other
sent: 0,"sent: 15,fark,Other",Other
sent: 0,"sent: 15,hi,Other",Other
sent: 0,"sent: 15,pata,Other",Other
sent: 0,"sent: 15,aur,Other",Other
sent: 0,"sent: 15,inhe,Other",Other
sent: 0,"sent: 15,PM,B-Per",Other
sent: 0,"sent: 15,ban,Other",Other
sent: 0,"sent: 15,na,Other",Other
sent: 0,"sent: 15,hai,Other",Other
sent: 0,"sent: 15,0,Other",Other
sent: 0,"sent: 15,#GathbandhanWithGhotala,Other",Other
sent: 0,,Other
sent: 0,"sent: 16,#NoteBandi,Other",Other
sent: 0,"sent: 16,hui,Other",Other
sent: 0,"sent: 16,fail,Other",Other
sent: 0,"sent: 16,bhakto,Other",Other
sent: 0,"sent: 16,bajao,Other",Other
sent: 0,"sent: 16,taali,Other",Other
sent: 0,"sent: 16,ab,Other",Other
sent: 0,"sent: 16,kaho,Other",Other
sent: 0,"sent: 16,sanghi,Other",Other
sent: 0,"sent: 16,modi,B-Per",Other
sent: 0,"sent: 16,is,Other",Other
sent: 0,"sent: 16,great,Other",Other
sent: 0,"sent: 16,mera,Other",Other
sent: 0,"sent: 16,desh,B-Org",Other
sent: 0,"sent: 16,badal,Other",Other
sent: 0,"sent: 16,raha,Other",Other
sent: 0,"sent: 16,hai,Other",Other
sent: 0,"sent: 16,aur,Other",Other
sent: 0,"sent: 16,aache,Other",Other
sent: 0,"sent: 16,din,Other",Other
sent: 0,"sent: 16,aa,Other",Other
sent: 0,"sent: 16,gaye,Other",Other
sent: 0,,Other
sent: 0,"sent: 17,Jo,Other",Other
sent: 0,"sent: 17,haal,Other",Other
sent: 0,"sent: 17,70,Other",Other
sent: 0,"sent: 17,saal,Other",Other
sent: 0,"sent: 17,se,Other",Other
sent: 0,"sent: 17,ab,Other",Other
sent: 0,"sent: 17,tak,Other",Other
sent: 0,"sent: 17,nahi,Other",Other
sent: 0,"sent: 17,hua,Other",Other
sent: 0,"sent: 17,#Notebandi,Other",Other
sent: 0,"sent: 17,#GST,Other",Other
sent: 0,"sent: 17,#FDI,Other",Other
sent: 0,"sent: 17,#UNEMPLOYMENT,Other",Other
sent: 0,"sent: 17,#more,Other",Other
sent: 0,,Other
sent: 0,"sent: 18,@ArvindKejriwal,B-Per",Other
sent: 0,"sent: 18,Modi,B-Per",Other
sent: 0,"sent: 18,Ji,I-Per",Other
sent: 0,"sent: 18,k,Other",Other
sent: 0,"sent: 18,3,Other",Other
sent: 0,"sent: 18,maar,Other",Other
sent: 0,"sent: 18,me,Other",Other
sent: 0,"sent: 18,pehli,Other",Other
sent: 0,"sent: 18,maar,Other",Other
sent: 0,"sent: 18,#Notebandi,Other",Other
sent: 0,"sent: 18,to,Other",Other
sent: 0,"sent: 18,aap,Other",Other
sent: 0,"sent: 18,ko,Other",Other
sent: 0,"sent: 18,barbad,Other",Other
sent: 0,"sent: 18,kiya,Other",Other
sent: 0,"sent: 18,Lekin,Other",Other
sent: 0,"sent: 18,sab,Other",Other
sent: 0,"sent: 18,Vyaapari,Other",Other
sent: 0,"sent: 18,3,Other",Other
sent: 0,"sent: 18,maar,Other",Other
sent: 0,"sent: 18,se,Other",Other
sent: 0,"sent: 18,khush,Other",Other
sent: 0,"sent: 18,hai,Other",Other
sent: 0,"sent: 18,Iss,Other",Other
sent: 0,"sent: 18,liye,Other",Other
sent: 0,"sent: 18,to,Other",Other
sent: 0,"sent: 18,Log,Other",Other
sent: 0,"sent: 18,BJP,B-Org",Other
sent: 0,"sent: 18,ko,Other",Other
sent: 0,"sent: 18,har,Other",Other
sent: 0,"sent: 18,chunav,Other",Other
sent: 0,"sent: 18,me,Other",Other
sent: 0,"sent: 18,Jita,Other",Other
sent: 0,"sent: 18,rahe,Other",Other
sent: 0,,Other
sent: 0,"sent: 19,SirJi,Other",Other
sent: 0,"sent: 19,"","",Other",Other
sent: 0,"sent: 19,FDI,Other",Other
sent: 0,"sent: 19,to,Other",Other
sent: 0,"sent: 19,Single,Other",Other
sent: 0,"sent: 19,brand,Other",Other
sent: 0,"sent: 19,me,Other",Other
sent: 0,"sent: 19,approve,Other",Other
sent: 0,"sent: 19,hai,Other",Other
sent: 0,"sent: 19,"","",Other",Other
sent: 0,"sent: 19,Multibrand,Other",Other
sent: 0,"sent: 19,me,Other",Other
sent: 0,"sent: 19,nahi,Other",Other
sent: 0,"sent: 19,Logo,Other",Other
sent: 0,"sent: 19,ko,Other",Other
sent: 0,"sent: 19,gumraah,Other",Other
sent: 0,"sent: 19,karne,Other",Other
sent: 0,"sent: 19,k,Other",Other
sent: 0,"sent: 19,liye,Other",Other
sent: 0,"sent: 19,sharm,Other",Other
sent: 0,"sent: 19,nahi,Other",Other
sent: 0,,Other
sent: 0,,Other
sent: 0,"sent: 21,#AadhaarCard,Other",Other
sent: 0,"sent: 21,banane,Other",Other
sent: 0,"sent: 21,lambi,Other",Other
sent: 0,"sent: 21,line,Other",Other
sent: 0,"sent: 21,mein,Other",Other
sent: 0,"sent: 21,khade,Other",Other
sent: 0,"sent: 21,hue,Other",Other
sent: 0,"sent: 21,log,Other",Other
sent: 0,"sent: 21,kya,Other",Other
sent: 0,"sent: 21,itni,Other",Other
sent: 0,"sent: 21,aasaani,Other",Other
sent: 0,"sent: 21,se,Other",Other
sent: 0,"sent: 21,#notebandi,Other",Other
sent: 0,"sent: 21,aur,Other",Other
sent: 0,"sent: 21,#GST,Other",Other
sent: 0,"sent: 21,ki,Other",Other
sent: 0,"sent: 21,taqleefein,Other",Other
sent: 0,"sent: 21,bhool,Other",Other
sent: 0,"sent: 21,gaye,Other",Other
sent: 0,"sent: 21,?,Other",Other
sent: 0,"sent: 21,Kya,Other",Other
sent: 0,"sent: 21,hum,Other",Other
sent: 0,"sent: 21,bina,Other",Other
sent: 0,"sent: 21,koi,Other",Other
sent: 0,"sent: 21,virodh,Other",Other
sent: 0,"sent: 21,kiye,Other",Other
sent: 0,"sent: 21,phir,Other",Other
sent: 0,"sent: 21,mushkilon,Other",Other
sent: 0,"sent: 21,mein,Other",Other
sent: 0,"sent: 21,dhakele,Other",Other
sent: 0,"sent: 21,ja,Other",Other
sent: 0,"sent: 21,rahe,Other",Other
sent: 0,"sent: 21,hain?,Other",Other
sent: 0,,Other
sent: 0,"sent: 22,@narendramodi,B-Per",Other
sent: 0,"sent: 22,jab,Other",Other
sent: 0,"sent: 22,aapne,Other",Other
sent: 0,"sent: 22,#notebandi,Other",Other
sent: 0,"sent: 22,ki,Other",Other
sent: 0,"sent: 22,janta,B-Org",Other
sent: 0,"sent: 22,ne,Other",Other
sent: 0,"sent: 22,aapka,Other",Other
sent: 0,"sent: 22,dukh,Other",Other
sent: 0,"sent: 22,sehte,Other",Other
sent: 0,"sent: 22,hue,Other",Other
sent: 0,"sent: 22,bhi,Other",Other
sent: 0,"sent: 22,pura,Other",Other
sent: 0,"sent: 22,saath,Other",Other
sent: 0,"sent: 22,diya,Other",Other
sent: 0,"sent: 22,0,Other",Other
sent: 0,"sent: 22,Bas,Other",Other
sent: 0,"sent: 22,usi,Other",Other
sent: 0,"sent: 22,tarah,Other",Other
sent: 0,"sent: 22,is,Other",Other
sent: 0,"sent: 22,#reservation,Other",Other
sent: 0,"sent: 22,ke,Other",Other
sent: 0,"sent: 22,kide,Other",Other
sent: 0,"sent: 22,ko,Other",Other
sent: 0,"sent: 22,bhi,Other",Other
sent: 0,"sent: 22,sanvidhan,Other",Other
sent: 0,"sent: 22,se,Other",Other
sent: 0,"sent: 22,nikal,Other",Other
sent: 0,"sent: 22,dijiye,Other",Other
sent: 0,"sent: 22,0,Other",Other
sent: 0,"sent: 22,pura,Other",Other
sent: 0,"sent: 22,desh,B-Org",Other
sent: 0,"sent: 22,samarthan,Other",Other
sent: 0,"sent: 22,dega.,Other",Other
sent: 0,"sent: 22,Reservation,Other",Other
sent: 0,"sent: 22,nahi,Other",Other
sent: 0,"sent: 22,Give,Other",Other
sent: 0,"sent: 22,economic,Other",Other
sent: 0,"sent: 22,support,Other",Other
sent: 0,"sent: 22,to,Other",Other
sent: 0,"sent: 22,EBC,Other",Other
sent: 0,"sent: 22,'s,Other",Other
sent: 0,"sent: 22,which,Other",Other
sent: 0,"sent: 22,shouldn,Other",Other
sent: 0,"sent: 22,'t,Other",Other
sent: 0,"sent: 22,be,Other",Other
sent: 0,"sent: 22,caste,Other",Other
sent: 0,"sent: 22,based,Other",Other
sent: 0,"sent: 22,0,Other",Other
sent: 0,,Other
sent: 0,"sent: 23,#notebandi,Other",Other
sent: 0,"sent: 23,ke,Other",Other
sent: 0,"sent: 23,bad,Other",Other
sent: 0,"sent: 23,sahab,Other",Other
sent: 0,"sent: 23,kaha,Other",Other
sent: 0,"sent: 23,gaye,Other",Other
sent: 0,"sent: 23,the,Other",Other
sent: 0,"sent: 23,parliament,Other",Other
sent: 0,"sent: 23,mein,Other",Other
sent: 0,"sent: 23,attendance,Other",Other
sent: 0,"sent: 23,kioo,Other",Other
sent: 0,"sent: 23,nahi,Other",Other
sent: 0,"sent: 23,diye,Other",Other
sent: 0,"sent: 23,the,Other",Other
sent: 0,"sent: 23,jo,Other",Other
sent: 0,"sent: 23,aaj,Other",Other
sent: 0,"sent: 23,PAPA,Other",Other
sent: 0,"sent: 23,ke,Other",Other
sent: 0,"sent: 23,PAPPI,Other",Other
sent: 0,"sent: 23,bhonk,Other",Other
sent: 0,"sent: 23,rahe,Other",Other
sent: 0,"sent: 23,hai,Other",Other
sent: 0,"sent: 23,twitter,B-Org",Other
sent: 0,"sent: 23,per,Other",Other
sent: 0,,Other
sent: 0,"sent: 24,#Gst,Other",Other
sent: 0,"sent: 24,lagu,Other",Other
sent: 0,"sent: 24,kar,Other",Other
sent: 0,"sent: 24,k,Other",Other
sent: 0,"sent: 24,vedesh,B-Org",Other
sent: 0,"sent: 24,bhagega,Other",Other
sent: 0,"sent: 24,uske,Other",Other
sent: 0,"sent: 24,bad,Other",Other
sent: 0,"sent: 24,waha,Other",Other
sent: 0,"sent: 24,s,Other",Other
sent: 0,"sent: 24,kutte,Other",Other
sent: 0,"sent: 24,ki,Other",Other
sent: 0,"sent: 24,trh,Other",Other
sent: 0,"sent: 24,bhokega,Other",Other
sent: 0,"sent: 24,#bhaiyao#behano,Other",Other
sent: 0,"sent: 24,acche,Other",Other
sent: 0,"sent: 24,din,Other",Other
sent: 0,"sent: 24,aagaye,Other",Other
sent: 0,"sent: 24,hai,Other",Other
sent: 0,"sent: 24,..,Other",Other
sent: 0,,Other
sent: 0,"sent: 25,Jaise,Other",Other
sent: 0,"sent: 25,#NoteBandi,Other",Other
sent: 0,"sent: 25,se,Other",Other
sent: 0,"sent: 25,Pura,Other",Other
sent: 0,"sent: 25,desh,B-Org",Other
sent: 0,"sent: 25,ko,Other",Other
sent: 0,"sent: 25,Faida,Other",Other
sent: 0,"sent: 25,hua,Other",Other
sent: 0,"sent: 25,Hai,Other",Other
sent: 0,"sent: 25,aise,Other",Other
sent: 0,"sent: 25,#GSTBill,Other",Other
sent: 0,"sent: 25,bi,Other",Other
sent: 0,"sent: 25,hogi,Other",Other
sent: 0,"sent: 25,Kal,Other",Other
sent: 0,"sent: 25,pura,Other",Other
